,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
1508,genus,1380,Atopobium,AB639140.1.1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,species_group,1344959,Citrobacter freundii complex,AF025367.1.1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,genus,816,Bacteroides,AGXT01000021.476267.477784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,genus,816,Bacteroides,AJ583243.1.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.0,,,,,,,,,,,1136.0,,,,,,,,,,,829.0,,,,,,,
1512,genus,1301,Streptococcus,ARCD01000020.3399.4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,genus,375288,Parabacteroides,ASSQ01000012.3606.5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,genus,1350,Enterococcus,AY321377.1.1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,genus,904,Acidaminococcus,CP001859.2076155.2077699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
1516,genus,1301,Streptococcus,DQ677802.1.1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,genus,1082702,Lonsdalea,DQ785510.1.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,genus,2093,Mycoplasma,JN713337.1.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,species,1510,Thermoclostridium stercorarium,NR_113197.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,genus,1485,Clostridium,NR_113204.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,genus,724,Haemophilus,AB377147.1.1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,genus,816,Bacteroides,ABIY02000097.119651.121166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,1041.0,,,101.0,,,,,,,,,,,,,,
1523,genus,39948,Dialister,ADLT01000054.26749.28305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,genus,816,Bacteroides,AGXH01000065.126268.127787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,species,1303,Streptococcus oralis,AORX01000001.759545.761099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,species,1304,Streptococcus salivarius,CP000419.66812.68354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,genus,1427378,Acetatifactor,HW313947.1.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,genus,1678,Bifidobacterium,JDUI01000021.3749.5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,genus,816,Bacteroides,JGDQ01000021.84.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,genus,1243,Leuconostoc,KF879166.1.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,genus,82976,Buttiauxella,KM349426.1.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,genus,1301,Streptococcus,KP009809.1.1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,genus,872,Desulfovibrio,NR_025765.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,species,246618,Bifidobacterium thermacidophilum,NR_037049.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,genus,29465,Veillonella,NR_044091.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,genus,838,Prevotella,NR_109628.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,genus,816,Bacteroides,NR_112893.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,987.0,,,,,,52.0,,,,,6962.0,,,,,,,,,
1538,family,171552,Prevotellaceae,AF183405.1.1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,,,,951.0,,,,,,,,,,,,,,,,,,,,,,,
1539,genus,816,Bacteroides,AGXF01000014.38331.39847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,genus,816,Bacteroides,AGXS01000026.36151.37661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,genus,1678,Bifidobacterium,AY952450.1.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,genus,1506553,Lachnoclostridium,AZJF01000011.59.1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,
1543,genus,836,Porphyromonas,FJ822416.1.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,genus,29465,Veillonella,GU406116.1.1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,genus,1243,Leuconostoc,HF562951.1.1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,genus,1678,Bifidobacterium,JQ805707.1.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,species_group,671232,Streptococcus anginosus group,KC569597.1.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,genus,620,Shigella,NR_102823.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,genus,239759,Alistipes,NR_113153.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,genus,1578,Lactobacillus,NR_126249.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,genus,1380,Atopobium,X67149.1.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,genus,816,Bacteroides,AB215083.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,genus,816,Bacteroides,AB219933.1.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,genus,1350,Enterococcus,AB362591.1.1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,species,28901,Salmonella enterica,AB741692.1.1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,genus,816,Bacteroides,ASSN01000029.139039.140554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,genus,872,Desulfovibrio,AUBQ01000027.3435.4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,species,859,Fusobacterium necrophorum,JAAD01000046.51.1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,genus,816,Bacteroides,JGEI01000020.3463.4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,genus,836,Porphyromonas,JN713277.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,genus,1578,Lactobacillus,KC787552.1.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,genus,816,Bacteroides,NR_112934.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,genus,816,Bacteroides,AB490801.1.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,,,,,,,,,,,,,,,,,
1564,genus,1730,Eubacterium,AB638446.1.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0,,,,,,,,,,,,,,,,,,,,,,,,,
1565,genus,375288,Parabacteroides,AGZQ01000001.129.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746.0,,,,,,,,,,,,,,,,,,,,,,,,,
1566,genus,848,Fusobacterium,AY162220.1.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,
1567,genus,122277,Pectobacterium,CP009125.16798.18337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1568,genus,724,Haemophilus,EU185477.1.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,,,,,,,,,,,,,,,,,,,,,,,,,
1569,species_group,1344959,Citrobacter freundii complex,JN092602.1.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
1570,genus,838,Prevotella,NR_041056.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,
1571,genus,838,Prevotella,AB429506.1.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,
1572,species,246618,Bifidobacterium thermacidophilum,AB437361.1.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,
1573,genus,848,Fusobacterium,ACET01000043.74.1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.0,,,,,,,,,,,,,,1499.0,,,,,,,,,,
1574,genus,1678,Bifidobacterium,AP014658.1453189.1454717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,
1575,genus,1243,Leuconostoc,AY456086.1.1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
1576,genus,82976,Buttiauxella,AYIF01000001.206.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,
1577,genus,904,Acidaminococcus,CP003058.120458.121946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,
1578,genus,165779,Anaerococcus,JRMW01000023.276.1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1579,species_group,655183,Lactobacillus casei group,AB008213.1.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
1580,genus,816,Bacteroides,AB215084.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,,,,,,,,,,,,,,,,,,,,,,,
1581,genus,816,Bacteroides,AGXJ01000031.101.1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.0,,,,,,,,,,,,,,,,,,,,,,,
1582,genus,239759,Alistipes,CP003274.119147.120561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,
1583,species,983975,Halodesulfovibrio oceani,FJ655907.1.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
1584,genus,544,Citrobacter,JF272614.1.1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,,,
1585,species,1688,Bifidobacterium cuniculi,JGYV01000004.18610.19972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,172.0,,,,,,,,,,,,,,,,,,,,146.0,,
1586,genus,1243,Leuconostoc,KF879137.1.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587,genus,39948,Dialister,NR_041895.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,
1588,genus,836,Porphyromonas,NR_042803.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0,,,,,,,,,,,,,,,,,,,,,,,
1589,genus,1678,Bifidobacterium,NR_113175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,
1590,genus,1243,Leuconostoc,AB362718.1.1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
1591,genus,1301,Streptococcus,AF201898.1.1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,,,,,,,,,,,,,,,,,,,,,,
1592,genus,1301,Streptococcus,AJTZ01000001.3595.5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.0,,,,,,,,,,,1025.0,,,,,,,,,,,
1593,genus,724,Haemophilus,EU185443.1.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,,,,,,,,,,,,,,,,,,
1594,genus,1301,Streptococcus,FN813250.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0,,,,,,,483.0,,,,,,,,,,,,,,,
1595,genus,816,Bacteroides,JNHO01000005.3368.4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,
1596,genus,816,Bacteroides,ABFZ02000011.1.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,1607.0,1423.0
1597,genus,39948,Dialister,AY850114.1.1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,
1598,genus,816,Bacteroides,CBXH010000014.126668.128135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,,,,,,,,
1599,genus,816,Bacteroides,CP008741.698758.700300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0,,,,,,,,,,,,,,,,,,,,,
1600,genus,1243,Leuconostoc,KF149713.1.1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
1601,genus,82976,Buttiauxella,KF835763.1.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1602,species_group,1344959,Citrobacter freundii complex,KM515974.1.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,56.0,,
1603,genus,2147,Acholeplasma,NR_025738.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
1604,genus,872,Desulfovibrio,NR_041778.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,
1605,genus,816,Bacteroides,NR_043016.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,
1606,genus,836,Porphyromonas,AB547654.1.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.0,,,,,,,,,,,,,,,,,,,,
1607,genus,1505663,Erysipelatoclostridium,AB627078.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,,,,,,,,,,,,,,296.0,,,,,,
1608,genus,122277,Pectobacterium,AKVS01000025.13.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,
